Genes	B	CD4	CD8	Mono	Neu	NK
ARHGEF11	4.98812486183461	68.9543256523681	12.5393564802254	88.6593596577749	206.012272788567	1.3671200340504
ARHGEF4	0	2.34768203103039	4.92852407953652	0	0.65099848705923	0.455706678016801
ARHGEF40	7.70892024101712	2.87674036546245	1.64284135984551	66.0897997955137	293.551328699785	0
ARL11	27.9971256284355	1.00643067576852	0	39.8009700781321	102.276915859025	0.951958980627485
ARL4C	85.5518199949993	884.247905708247	1680.27376835021	154.203957690487	0.319687522075207	2901.92897799529
ARRB1	0.165477408114119	4.99269907293399	1.64284135984551	32.6830802605845	33.6579510824896	18.6240185591268
ASCL2	0.453465896530419	0.446212532240679	10.2594734838208	17.7980279785	5.62285768127471	96.1672666583442
ASGR2	0	0	0	6.38724165288367	0	0
ASIC3	4.4678900190812	4.51276945128211	1.13994149820231	0.336170613309667	0	0
ATF3	11.7488959761024	0	0	30.7141353100149	0.301146132064022	0
ATIC	29.9287491710077	70.7167207962661	68.1779164335885	10.08511839929	0	46.4838075523712
ATOH8	0	0	0	15.0428863287429	5.69800398442411	0
ATP10A	0	25.3089656993202	10.6784688389958	1.80576032834062	0	29.1458177781071
ATP2B4	0.344303532485383	21.1330805216623	87.7754953615781	13.16252553765	38.0188389084926	127.937118832912
ATP6V0E2	27.3037723388296	145.921278953791	124.253623304052	14.8821067996979	0	75.9134447026355
ATP8B4	0	0.167204004602792	1.64284135984551	22.4814804846501	30.8315695172042	54.7173685737835
ATP9A	1.09522907263669	0.0960915898910879	3.28568271969101	0	2.43069579718996	24.4362733070476
ATRN	16.7782381716255	25.8468144751614	11.4998895189186	34.7866746352178	0.293016674743976	13.7831324068016
AUTS2	33.9521012517373	1.82266060467251	30.2969017680013	0.711921119139999	0	66.272218022579
AVPI1	8.43934781382004	12.9234072375807	26.2854617575281	25.9645267569198	0.142924351216106	34.5640474822307
AXIN2	2.31668371359766	31.264688326836	6.83964898921387	0	0	0.951958980627485
AZU1	0	0.0855835385198669	0	4.27152671484	8.10505332750993	0
B3GALT2	0	0.594364606852041	11.4998895189186	0	0	0
B3GAT1	0	0.0855835385198669	2.75426379709103	0	0	15.4437766204933
B3GNT5	0	0.344471475470705	0	68.006381944525	183.743492061144	0
B3GNT7	20.8501534223789	0.181675128410955	4.92852407953652	0.316640570206339	0	287.501316956985
BAALC	0	0	0	0	0	8.15246977222445
BACE2	3.17426127571293	0.167204004602792	0	0	0	0
BACH2	87.9695525500152	39.3288844937913	9.03562747915029	0.0808987135162982	0	9.89420523510389
BANK1	1026.19667857268	0.359387184384968	0	3.48304627226973	0	1.44821128323817
BASP1	67.9999476658631	0.636485089244369	0	116.840370406139	1972.4822134563	0.455706678016801
BATF3	0.22673294826521	0.680400164148709	1.13994149820231	32.2795269137607	2.03108325497782	0
BCAT1	0.453465896530419	0.26803071006041	0	5.32078896658797	0.281497734596213	0.951958980627485
BCL11A	15.6445734302995	0	0	4.37021797302567	1.38346327394294	0
BCL11B	0	273.448856475632	165.255827825462	1.008511839929	0	55.8720556773804
BCL7A	180.252693870842	8.82620139791062	5.69970749101156	2.193754256275	0	0
BEND5	46.3336742719532	19.8960303830069	3.28568271969101	0.711921119139999	0	2.81533131728857
BEND7	0	0	0	1.77980279785	15.6983312767398	0
BEST1	0	0	0	2.53312456165071	31.0273515767149	0
BEX2	29.7822555599856	19.6423465165669	18.239063971237	0.15702263724701	0	17.428785830936
BIN1	48.3194031693226	161.37332614842	159.591809748324	15.6943504221618	0	189.430132337385
BIVM	2.72079537918251	14.5052226172324	36.3956287472743	3.5596055957	0	35.5565520874521
BLK	507.655071165804	3.33075085060559	9.63992328981859	0.161797427032596	0	1.40766565864429
BLMH	3.40099422397814	27.6982485499022	31.2139858370646	6.72099658937427	0	17.7531508276871
BLNK	39.4515329981465	0	0	0.626786930364285	0	0
BMP6	1.33319645849693	0.401636991687911	0	2.21648399144437	14.5866491322282	0
BMS1	49.2853082686509	63.6261127088939	67.2565483939364	28.518805331575	0.142449711915099	61.7962424915988
BNC2	0	0	0.786932513454579	0	0	41.2991467883268
BOK	0	0	0	0	0	97.1694760710496
BST1	0	0.622682778878847	0.821420679922754	149.26213258902	187.666848020048	0
BTBD19	0	2.46810107453324	0.821420679922754	29.90068700388	19.1601151988673	0
BTK	375.46300217531	1.49869936112483	0	395.1162211227	118.236776357978	1.44821128323817
BTLA	118.150869393481	17.6650793997125	20.5189469676416	0	2.28775110446599	0.455706678016801
BTNL8	0	0	0	0	176.06137992733	0
BTNL9	8.95189184461995	0	0	0	0	0.496252302610684
C12orf29	17.5406052600966	33.044978435571	32.0354065169874	4.70090197773214	0	16.6795549732779
C19orf48	44.7594592230997	48.8140363292846	38.6067719563694	11.2449211787654	0	31.1713726131437
C1orf21	0	0.709906027378355	44.4577184298902	7.28273311474579	0	177.632009141027
C1orf52	68.4733503760933	41.9410051296018	0	36.6425968507537	29.9720236196636	0
C1orf54	1.58713063785647	5.37585039819773	1.37713189854551	14.2821177524203	0	0.911413356033602
C1QA	0	0	0	13.1619516541913	0	0
C1QB	0	0	0	9.24137031038962	0	0
C2	0.827387040570593	0.365487578213147	0	4.48066439291618	0	0
C20orf194	13.4278377669299	11.4816595395923	18.8926756382233	41.3679374040428	0	8.11192414763057
C20orf27	9.29605087887359	6.59355448463209	13.9641515586868	35.0051905696577	0.300156998566504	11.7981231963589
C22orf24	12.2453282004448	1.75757258455045	3.41982449460694	0	0	0.455706678016801
C2orf88	7.74682948092111	1.0763682596845	1.13994149820231	11.3990605274282	0.0707471650549755	0
C5AR1	1.09522907263669	0.45349516504085	0	494.553332368124	1641.34993946721	0.455706678016801
C5AR2	0.172151766242691	0.606733532196456	1.13994149820231	56.5977289716299	341.547617356309	5.29659283034199
CA4	0	0	0	0.560083049114523	112.557886618526	0
CACNA1E	0	0	0	0	13.0328341087918	0
CACNA2D3	0	0	0	27.8920184012107	0	0
CADM4	0.453465896530419	1.31003270437789	0.393466256727289	3.80223953526601	14.096781694759	0
CALHM2	0.680198844795629	4.3112589866145	24.6426203976826	51.61428113765	0	46.3621706785896
CAMK1	0.906931793060838	1.15130578522265	1.64284135984551	85.0511651673457	0.620509832615485	15.0691611916642
CAMK2D	72.475893588173	18.5356316161275	16.9190490392734	43.4064363063755	0	14.2793847094123
CAMK4	1.09522907263669	169.587831632935	55.8566062347472	0	0	0.951958980627485
CAMKK1	4.13164238982459	1.59158266840999	0	5.042559199645	12.786792080678	0
CAMP	0	0	0	6.44095506481701	135.59869171766	0
CAPN2	65.2990891003804	245.588900597669	504.227007996021	381.868527668845	0.183617297483892	379.28340414102
CAPNS2	0	0	0	5.69536895311999	21.5411265519073	0
CARD11	35.5970728776379	31.754832352929	46.820978755597	0.672341226619334	0	64.5807329917775
CARNS1	17.523665162187	8.40504256219829	9.63992328981859	0.078511318623505	0	19.5759775397543
CASS4	0.453465896530419	38.3761525553056	38.7580109388786	19.1170013761107	280.194655584653	20.3252083974123
CATSPER1	0	0	0	47.0469761256199	1.46966532664968	71.5379700358112
CBFA2T3	8.61585203407796	0.192400518374084	0	12.81458014452	22.0912869789097	0
CBR3	6.34852255142587	31.5172663448879	9.1195319856185	0.626786930364285	0	3.84838154710382
CCDC102A	9.74951677540401	17.2778344221954	45.8388189087292	0.15702263724701	0	108.158413170188
CCDC112	4.38091629054675	7.18842766075831	18.8926756382233	8.89901398924999	8.27230128559719	0
CCDC144A	0	6.38121916042127	8.21420679922753	8.96132878583237	4.91189236182625	3.84838154710382
CCDC149	0	0	0	18.86590965721	1.30371722261173	0.455706678016801
CCDC170	0.22673294826521	0	0	28.0041524557261	17.9187041878426	0
CCDC50	59.6307653937501	1.41579816603726	2.16406441200009	10.1932379030536	0	8.15246977222445
CCDC6	83.4006136895158	59.8085040121836	62.6967824011272	73.9608577829857	0.143405093720248	54.879551072159
CCDC65	0	88.2894910577783	94.4633781911167	0	0	112.624683893685
CCDC89	0	2.0231453938158	11.2137883167277	0	0	11.3829621429359
CCL20	0	0	0.590199385090934	587.527118521134	0	0
CCL28	29.4379520275002	38.0695971047656	25.0787129604509	0.626786930364285	0	41.1775099145452
CCL3	3.97145779473884	0	8.21420679922753	10072.6531788338	9.54179930888858	449.906508031483
CCL3L1	2.19045814527337	0.516862998378824	8.21420679922753	6801.75608860236	49.5786384843409	131.459408988607
CCL5	0	2.91520499654007	237.390576497676	3.1404527449402	0	207.212397587525
CCNJL	0	0	0	0	92.6762612205306	25.5504147860507
CCR1	0.344303532485383	0	15.6069929185323	306.665210543411	358.809854825896	9.89420523510389
CCR3	0	0	1.64284135984551	0.949921710619017	126.433131985379	0
CCR4	0	17.7552325554557	192.650113196191	1.68085306654833	0	0
CCR5	0	1.28596159282485	230.819211058294	11.5955582117393	0.202146472920184	8.31465227059998
CCR7	303.816521297522	1141.44133672424	166.23949346728	2.66938483319917	0	1.90391796125497
CCR8	0	1.68628364052222	12.5393564802254	0	0	0
CCR9	1.98572889736942	0.801888493390708	5.74994475945928	0	0	0
CD101	0	11.9331286884895	7.39278611930478	85.4929539557115	1.46612433590895	0.496252302610684
CD160	0	0	23.9387714622486	0	0	124.017350844105
CD163	0.860758831213457	0	0	306.508071959736	0.463233591594082	0
CD180	70.7406798587454	0	0	25.8875883252154	0	0
CD19	35.3703399293727	0.349315883214298	0	0.62809054898804	0.510529924578676	0
CD1A	2.92658002612575	0	0	8.12120421216058	0	0
CD1C	9.06931793060838	0	0	28.2054118663928	0	0.496252302610684
CD1D	26.8073401144872	0	0	394.40430000356	8.73986986586329	0
CD2	0	684.453834470681	1295.38041223818	12.7744833057673	0.496398616719462	698.220503468338
CD200	42.3990613255942	3.41633438912546	0	0	0	0
CD22	282.304458242686	0	0	0.672341226619334	0.283937938821916	0.455706678016801
CD226	0	45.3552022155526	45.1781373957514	1.25357386072857	0	85.2206015784569
CD244	0	0.446212532240679	19.3790054694393	24.7580837493893	0	74.0500723659744
CD247	0	650.635479592083	661.023311301846	3.44732811700357	0.334190363515903	3005.43047708162
CD248	0.906931793060838	2.02236709403644	4.92852407953652	0	0	0
CD27	1.20506236369884	401.805892423305	558.722084552751	1.008511839929	0	7.24105641619085
CD28	0	492.429963456196	319.532644489951	1.34468245323867	0	0.496252302610684
CD300A	0	3.28821462949076	59.963709634361	4.74960855309508	23.6688258462127	309.63964725898
CD300C	0	0.0859188314489042	0	167.3014629979	0.650223255187686	32.9844945177268
CD300LF	0.827387040570593	0	0	29.1243185539552	68.7890410111262	0
CD302	1.33319645849693	4.45591468330177	4.10710339961377	359.462304563918	218.36900988272	5.25604720574811
CD33	0	0.162348916069344	0	336.02676823408	24.4180407258825	0
CD36	0	0	0	417.126702157432	0.546736554552333	0
CD3D	0	237.14007002172	453.42421531736	0.336170613309667	0	25.1872305593632
CD3E	0	234.519620298549	472.316890955583	0.566290994614087	0	155.518267637972
CD4	0.330954816228237	11.0265972708576	0	5.042559199645	0.675410302863387	0
CD40	97.4753874646652	0.628731569343682	1.13994149820231	1.68085306654833	0	0
CD6	3.99958937549078	194.954531470435	139.641515586868	0.0808987135162982	0	7.15996516700308
CD7	0	22.284712580369	55.0351855548245	7.11921119139999	12.4504967563966	181.053798432566
CD70	1.32381926491295	1.64533324962937	22.7988299640462	0.313393465182143	0	0.951958980627485
CD79A	295.211696075587	1.10500345445799	0	0.549579230364535	0.239513854455901	0.911413356033602
CD79B	346.34421518285	9.46258976228889	13.6792979784277	5.69536895311999	0	33.2374730727742
CD82	84.3326385930249	18.9039662777569	23.8211997177599	29.4471317199325	101.043018616383	0.455706678016801
CD83	320.902118282549	0.747712470352792	3.41982449460694	941.175633048613	3.59241455366165	7.94974164925503
CD86	2.94752832744772	0	1.64284135984551	74.2742512481678	0	0
CD93	0	1.24739737511374	1.64284135984551	807.674509664329	549.038141011396	37.2074914936597
CD96	26.6639291699386	223.964444827822	250.53330737644	0.808987135162982	0	208.873041801216
CDA	0	0	0	150.102257162692	384.41534879663	0
CDC42BPB	35.5970728776379	8.82539879731204	2.27988299640462	29.4589857271214	0	0
CDC42EP1	0.344303532485383	0	0	10.3615364086187	0	0
CDH23	0	8.66055714967591	9.44319016145494	21.2149182038247	25.388957808296	1.40766565864429
CDK14	153.06660250556	0.927545800008251	0	22.5643294931143	91.015673034602	0.496252302610684
CDK2AP1	0	0	0	19.631715352793	0	0.992504605221368
CEACAM1	0.906931793060838	2.18828034687322	0.786932513454579	0.323594854065193	29.9400074960015	0
CEACAM21	21.5120630548354	114.282199084631	44.6584201385473	0.313393465182143	0	37.4199244241132
CEACAM3	0	0	0	2.35319429316767	336.764778679561	0
CEACAM4	0	0	0	5.37872981295467	125.324157315906	0
CEBPD	1.09522907263669	0.174657941607149	13.3778527287278	464.923958207269	524.360554852784	177.388735393463
CELSR1	26.2854977432805	9.42739136195104	3.41982449460694	0.280041524557261	0	0.951958980627485
CERCAM	1.09522907263669	0	1.37713189854551	1.008511839929	0	22.4415592891208
CES1	0	0.182111878611506	11.3994149820231	24.7310653664041	0	2.9775138156641
CFP	4.38091629054675	60.7691287709865	2.27988299640462	1146.0799021711	534.442458201484	0
CHI3L1	0	0	0	0.280041524557261	475.663451837902	0
CHI3L2	15.6445734302995	13.0264142667432	19.3790054694393	0.566290994614087	0	20.396594839116
CHL1	16.8786956276401	0	0	0	0	0
CHN2	0	0.958913455154149	15.5419171407279	81.4823009473571	0	13.7020411576138
CHRFAM7A	2.4940624309173	0	0	13.2989039486662	1.96158568528363	5.29659283034199
CHST15	12.0168462580561	0	0	59.9288862552539	119.593247453179	0
CIITA	65.7525549969108	0	4.72159508072747	40.0459380116884	5.10098038755776	0.911413356033602
CLDN23	0	0	0	5.33940839354999	0	0
CLEC10A	0	0	0	41.0128148237794	0	0
CLEC4E	0	0	0	460.375000352568	218.890182876823	0.911413356033602
CLEC5A	0	0	0	8.71475636720906	1.58913084220736	0
CLEC7A	0	0.253856203818277	0	1054.63638148265	1170.09666295616	0.455706678016801
CLECL1	9.10125744627652	1.57593404563317	59.1422889544383	8.16517713684452	0	0.496252302610684
CLIC3	0	1.12113528632322	63.8367238993295	0.626786930364285	0	1401.90258149425
CLIC4	22.5049275035201	0	0	45.4650769961596	0.335622615191555	0
CLMN	25.4835208495743	0.171502369968771	0.393466256727289	43.6864778309328	0.254364462538868	0
CLU	1.33319645849693	10.4438486075231	31.9183619496647	19.9483559229994	0	2.35962463927177
CMSS1	41.3290902134048	28.0665472841314	26.2186544586532	2.50714772145714	0	11.6359406979833
CMTM2	0	0	0.983665641818223	26.221307838154	1793.0044916092	0.455706678016801
CMTM8	0	21.815446268645	2.27988299640462	1.34468245323867	1.05276972047254	0
CNR1	10.9522907263669	0	0	0	2.78635810563354	0.455706678016801
CNR2	124.604488309931	0.844681706678452	22.4275766334555	0.633281140412678	1.28102865665252	20.7712102679451
CNTNAP2	26.5113720013745	0	0	0	0	0
CNTNAP3	0.330954816228237	0	0	0.316640570206339	223.394678804551	0
COBLL1	380.283251630105	1.00801724195355	0	0.404493567581491	0	0
COL13A1	0	0	0	0	0.298284208031163	7.73730871880153
COL19A1	94.3391679009948	0	0	0	0	0
COL4A3	4.08119306877377	0.0811744580346722	0.786932513454579	0	0	0
COL5A3	0	0.352150585972519	27.9361042276375	0	0	1.3671200340504
COL6A2	0	8.58597754245786	45.9995580756742	0	0	8.7298133240229
COX6C	52.6218157802897	20.8954443840103	15.1484508840006	4.47514516153979	0	16.3860307936367
CPA5	0	17.0147135958683	23.9387714622486	0	0	0
CPNE5	38.7713341533508	0.523973824821447	1.13994149820231	0	0	0.455706678016801
CPNE7	0	0.394872337918838	9.1195319856185	0	0	0.496252302610684
CR2	18.420238987968	2.20226503118186	0.821420679922754	0	0	0
CREB5	0	0	0	10.6788167871	156.660262783261	0
CRISPLD2	0.165477408114119	0.51771309199317	0	17.4808718921027	49.7045798288943	0.455706678016801
CRKL	0	0	0	2.53312456165071	0.867616416327309	0
CRTAM	0	0.915933965013922	32.0354065169874	12.2966044544773	0	17.2666033325605
CRTAP	17.7060826682107	30.0599452079493	0.821420679922754	390.48825761695	13.3965036705068	1.3671200340504
CSF1R	0	0	0	36.66393763571	9.36241434812275	0
CSF3R	0.516455298728074	0.468374326883094	0	46.2295232501255	503.690862003599	0
CST3	0	3.10062917457592	2.27988299640462	447.226314717946	25.0904333219258	5.45877532871753
CSTA	2.19045814527337	0	0	1124.76914653871	437.846619540399	0.455706678016801
CTBP2	0	0.36335025682191	2.46426203976826	43.2482981951357	82.8414130170231	151.543070033114
CTSL	0	5.04621153709376	0	6.01617083392044	0	0
CTSW	0	2.00550503913966	23.4112422752737	0	0	47.1211063437317
CX3CR1	1.03291059745615	1.06983322005108	163.091763413461	133.819009632775	13.7826790019327	1696.74610929204
CXCL1	0	0	0	59.08945288862	693.380877301475	0
CXCL10	0	0	0	25.0714772145714	0	0
CXCL16	11.9987681264723	0.803753284816676	0	22.78147581248	69.897767959065	0
CXCL2	0.860758831213457	0	0	550.004670448411	5.51517802293792	0.911413356033602
CXCL3	0	0	0	144.704740584297	1.48437945972	0
CXCR1	0	0	2.27988299640462	3.31684725416823	2440.60692747517	95.3677853686081
CXCR2	0	0	0	0	258.153170602672	16.8919879037314
CXCR3	0.680198844795629	2.45801023279547	119.927419268722	0.35596055957	0	25.2066401743314
CXCR5	286.606870853653	5.45680627903846	13.5745858570915	0.672341226619334	1.45997324584447	1.40766565864429
CXCR6	0	2.22249506609576	328.568271969101	0.313393465182143	0	17.4596266480458
CYB5A	27.9971256284355	21.8970768408626	42.1778354334856	11.7157010976345	0	29.4199323427802
CYBB	365.705071932202	0.535858505577793	0	3841.80003831351	100.383755139432	2.40017026386565
CYBRD1	0	0	0	7.83113231053999	6.85192801652895	6.12691493718783
CYFIP1	2.41012472739768	2.88829234278859	5.7052607225457	39.5800712757924	0	1.44821128323817
CYP1B1	0	0	0	15.3097071315835	0.141968969410958	0
CYP27A1	0	0	0.196733128363645	14.4160993983786	20.4933413526079	0
CYP2U1	29.7822555599856	7.59326411161664	4.10710339961377	1.06788167871	0	2.40017026386565
CYP4F3	0	0	0	2.193754256275	278.396591487273	0
DAB2	0	0	0	1.88036079109286	0	21.560986750197
DAPK1	0.860758831213457	1.43564080209299	0	245.6127861033	61.2829432861321	2.85587694188246
DBN1	0	0.171502369968771	9.83665641818223	1.13258198922817	7.73728287422814	0
DCAF12	0	9.62513928852166	4.10710339961377	4.1163274126824	13.7855400697264	4.71924927854354
DCAF4	43.0241261096708	27.1236535176385	15.3451840123643	2.19831692145814	0	8.98279187907028
DEFA1	0	0	0	1.06788167871	239.339649367859	0
DEFA4	0	0	0	0	12.4344820623078	0
DENND5B	26.6418627063731	0	0	1.25357386072857	0	0
DERL3	22.1739726872919	1.0171250025018	0	0.940180395546428	0.130924668564202	0
DGAT2	0	0	0	10.4212890125997	157.743901827722	0
DGKG	0.661909632456474	0	0	12.5357386072857	11.6330349920733	0
DHRS3	0	64.6863808156238	36.1425099166012	1.56696732591071	0	41.9769912042812
DHRS9	0.330954816228237	0	0	3.92058134380166	69.6496733296954	0
DIRAS1	13.3319645849693	0	0	0	0.214146155572089	0
DKK3	0	0.169185540821263	9.1195319856185	0	0	0
DLEU7	0	0	0	18.153213118722	3.88405649068604	0
DLG3	7.70892024101712	17.9082420816942	59.1422889544383	0.280041524557261	0	34.807321229794
DMXL2	1.20506236369884	10.3001818856221	3.41982449460694	487.665966610899	177.566731604766	3.35212924449314
DNAAF1	0.165477408114119	0	1.64284135984551	68.7003879970099	0.5917019005752	2.40017026386565
DNAH14	0	0	0	4.034047359716	7.4555159459783	0.496252302610684
DNPH1	18.6188942348237	10.2099594136886	14.7855722386096	4.38750851255	0	1.90391796125497
DOCK4	0.22673294826521	0.29878074802775	0	8.46162355991785	55.63294916202	0
DOCK5	0	0.374295058393682	1.13994149820231	45.383032796805	428.935440484479	5.25604720574811
DOCK9	13.6039768959126	135.636931666418	109.248950429726	0.35596055957	1.65565331513641	69.0875493398676
DOK2	6.66598229248464	20.3377515889821	68.9993371135113	46.3822328469571	0	116.451929431163
DPH1	39.7670580020617	42.3300707554719	53.5772504155087	14.4553363723157	0	32.3260597167406
DPH5	51.628951331605	115.390390737208	118.433343274914	14.1027059331964	0.0712218043559825	59.5582547261086
DPH6	21.6911225465791	33.8924477590721	13.1427308787641	9.0606559138254	0	5.79284513295268
DPP4	0	18.824206279421	58.8232053807298	0.672341226619334	0	0
DPPA4	18.6188942348237	1.72343616327991	0	0.316640570206339	0	0
DPYSL2	1.33319645849693	1.27256466770101	4.91832820909112	13.4468245323867	0	2.81533131728857
DSC2	0	0	0	44.8152655210464	93.3378546845572	0
DSEL	1.72151766242691	5.34632224416736	9.63992328981859	0.280041524557261	0	0
DSP	18.5923907542107	0	0	0	0	0
DST	1.65477408114119	13.7374902897069	1.96733128363645	43.3797581182684	0	11.0083467141069
DSTN	0	28.1726289121997	37.7853512764467	28.4768447656	4.78724465198336	74.3938469776937
DTX1	38.3330175422841	6.56801664701423	2.46426203976826	0	0	2.40017026386565
DYSF	0	0	0	4.98344783398	38.9219080940793	0
E2F5	141.708092665756	2.67302997771202	1.13994149820231	0	0	6.08636931259394
EBF1	62.5504602671368	0.288272696656529	0	0.35596055957	0	0
ECHDC2	19.2723006025428	165.262047163136	64.8922337138975	5.69536895311999	0.142443608711965	40.3471878076993
ECHDC3	6.45361891645062	0.941141541402039	0	6.44095506481701	9.97380242611551	0
EDA	0	8.63810421329008	3.41982449460694	0.161797427032596	0	0
EDARADD	0	1.2702478385535	33.6782478768329	0	0	8.68926769942902
EEPD1	0	10.704048261144	16.7223159109098	20.0988975676173	66.817855307286	0
